/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_45_276.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_45_276.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_45_276.jpg, 0, 0, 0, 7.790991E-05
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_45_393.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_45_393.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_45_393.jpg, 0, 0, 0, 7.869779E-05
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_45_509.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_45_509.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_45_509.jpg, 0, 0, 0, 7.792575E-05
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_45_610.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_45_610.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_45_610.jpg, 0, 0, 0, 7.874302E-05
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_45_729.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_45_729.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_45_729.jpg, 0, 0, 0, 7.824162E-05
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_45_830.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_45_830.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_45_830.jpg, 0, 0, 0, 7.793757E-05
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_45_963.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_45_963.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_45_963.jpg, 0, 0, 0, 7.978619E-05
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_46_078.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_46_078.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_46_078.jpg, 0, 0, 0, 7.781546E-05
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_46_196.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_46_196.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_46_196.jpg, 0, 0, 0, 7.800181E-05
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_46_301.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_46_301.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_46_301.jpg, 0, 0, 0, 7.969099E-05
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_46_401.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_46_401.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_46_401.jpg, 0, 0, 0, 7.839267E-05
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_46_514.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_46_514.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_46_514.jpg, 0, 0, 0, 7.849804E-05
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_46_630.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_46_630.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_46_630.jpg, 0, 0, 0, 7.822709E-05
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_46_730.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_46_730.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_46_730.jpg, 0, 0, 0, 7.862136E-05
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_46_837.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_46_837.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_46_837.jpg, 0, 0, 0, 7.846866E-05
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_47_017.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_47_017.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_47_017.jpg, 0, 0.2868451, 0, 0.2086677
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_47_099.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_47_099.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_47_099.jpg, 0, 0.6486962, 0, 0.8996731
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_47_204.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_47_204.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_47_204.jpg, 0, 0.9344609, 0, 1.90188
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_47_318.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_47_318.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_47_318.jpg, 0, 1, 0, 3.335372
/Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/center_2020_06_20_15_47_47_433.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/left_2020_06_20_15_47_47_433.jpg, /Users/tariteme/Desktop/Udemy Self-Driving Car Course/Data/IMG/right_2020_06_20_15_47_47_433.jpg, -0.1104748, 1, 0, 4.741133
